,Book_ID,Author,Title,URL,LoC_class,Subject,Subject2,Subject3,Subject4
30472,15992,"Benson, Robert Hugh",Come Rack! Come Rope!,http://www.gutenberg.org/ebooks/15992.txt.utf-8,PR,Persecution -- England -- History -- 16th century -- Fiction,"Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction",Catholics -- England -- History -- 16th century -- Fiction,Historical fiction
30510,35807,"Macaulay, Rose",Non-combatants and Others,http://www.gutenberg.org/ebooks/35807.txt.utf-8,PR,War stories,"World War, 1914-1918 -- Fiction",,
30764,41917,"Sedgwick, Anne Douglas",The Confounding of Camelia,http://www.gutenberg.org/ebooks/41917.txt.utf-8,PR,Triangles (Interpersonal relations) -- Fiction,Cousins -- Fiction,England -- Social life and customs -- 19th century -- Fiction,Domestic fiction
31342,223,"Chesterton, G. K. (Gilbert Keith)",The Wisdom of Father Brown,http://www.gutenberg.org/files/223/223-0.txt,PR,Catholics -- Fiction,England -- Fiction,"Brown, Father (Fictitious character) -- Fiction",Clergy -- Fiction
31704,20084,"Stacpoole, H. De Vere (Henry De Vere)",The Beach of Dreams: A Romance,http://www.gutenberg.org/ebooks/20084.txt.utf-8,PR,Kerguelen Islands -- Fiction,Castaways -- Fiction,Adventure stories,Shipwreck survival -- Fiction
32272,15779,"Kaye-Smith, Sheila",Joanna Godden,http://www.gutenberg.org/ebooks/15779.txt.utf-8,PR,Women -- Fiction,Sussex (England) -- Fiction,,
32359,12177,"Peattie, Elia Wilkinson",The Precipice: A Novel,http://www.gutenberg.org/ebooks/12177.txt.utf-8,PS,Feminist fiction,Women -- Social and moral questions -- Fiction,Young women -- Fiction,
32536,45666,"Malet, Lucas",Little Peter: A Christmas Morality for Children of any Age,http://www.gutenberg.org/ebooks/45666.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Sick -- Juvenile fiction,Cats -- Juvenile fiction,Politicians -- Juvenile fiction,Brothers -- Juvenile fiction
32725,33985,"Miller, Alice Duer",Manslaughter,http://www.gutenberg.org/ebooks/33985.txt.utf-8,PS,Traffic fatalities -- Fiction,Rich people -- Fiction,Young women -- Fiction,Trials (Manslaughter) -- Fiction
32741,2665,"Holmes, Oliver Wendell",The Professor at the Breakfast-Table,http://www.gutenberg.org/files/2665/2665-0.txt,PS,American fiction -- 19th century,Poetry,Conversation -- Fiction,
33309,29500,"Cannan, Gilbert",Mummery: A Tale of Three Idealists,http://www.gutenberg.org/ebooks/29500.txt.utf-8,PR,Theater -- Fiction,Man-woman relationships -- Fiction,London (England) -- Fiction,
33953,11141,"Whitney, A. D. T. (Adeline Dutton Train)",A Summer in Leslie Goldthwaite's Life.,http://www.gutenberg.org/ebooks/11141.txt.utf-8,PZ,Vacations -- Juvenile fiction,Friendship -- Juvenile fiction,Summer -- Juvenile fiction,Girls -- Conduct of life -- Juvenile fiction
34439,19085,"Walpole, Hugh",The Prelude to Adventure,http://www.gutenberg.org/ebooks/19085.txt.utf-8,PR,Murder -- Fiction,Murderers -- Fiction,College students -- Fiction,
34469,13409,"Chekhov, Anton Pavlovich",The Horse-Stealers and Other Stories,http://www.gutenberg.org/ebooks/13409.txt.utf-8,"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English",Russia -- Social life and customs -- Fiction,PG,,
34829,8493,"Merriman, Henry Seton",The Last Hope,http://www.gutenberg.org/files/8493/8493-0.txt,PR,Royalists -- France -- Fiction,Adventure stories,,
35211,34243,"Grahame, Kenneth",The Headswoman,http://www.gutenberg.org/ebooks/34243.txt.utf-8,PR,Executions and executioners -- Fiction,Satire,Sex role -- Fiction,
35243,23784,"Malet, Lucas",The History of Sir Richard Calmady: A Romance,http://www.gutenberg.org/ebooks/23784.txt.utf-8,PR,Psychological fiction,Triangles (Interpersonal relations) -- Fiction,Cousins -- Fiction,Mothers and sons -- Fiction
36172,13412,"Chekhov, Anton Pavlovich",The Schoolmaster and Other Stories,http://www.gutenberg.org/ebooks/13412.txt.utf-8,"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English",PG,Russia -- Social life and customs -- Fiction,,
36696,14021,"Benson, Robert Hugh",Lord of the World,http://www.gutenberg.org/ebooks/14021.txt.utf-8,PR,Science fiction,Second Advent -- Fiction,,
37136,35671,"Robins, Elizabeth",The Messenger,http://www.gutenberg.org/ebooks/35671.txt.utf-8,PS,Spy stories,"World War, 1914-1918 -- Fiction",,
37174,5670,"Woolf, Virginia",Jacob's Room,http://www.gutenberg.org/ebooks/5670.txt.utf-8,PR,Psychological fiction,Experimental fiction,England -- Fiction,"World War, 1914-1918 -- England -- Fiction"
38035,28071,"Morrison, Arthur","The Red Triangle Being Some Further Chronicles of Martin Hewitt, Investigator",http://www.gutenberg.org/ebooks/28071.txt.utf-8,PR,"Detective and mystery stories, English",Private investigators -- Fiction,,
38377,8939,"Merriman, Henry Seton",With Edged Tools,http://www.gutenberg.org/files/8939/8939-0.txt,PR,"Africa, West -- Fiction",London (England) -- Fiction,,
38744,37820,"Morrison, Arthur",Chronicles of Martin Hewitt,http://www.gutenberg.org/ebooks/37820.txt.utf-8,PR,"Detective and mystery stories, English",Private investigators -- Fiction,,
38756,6847,"Hergesheimer, Joseph",Cytherea,http://www.gutenberg.org/files/6847/6847-0.txt,PS,Cuba -- Fiction,Runaway husbands -- Fiction,Adultery -- Fiction,
39095,37189,"West, Rebecca",The Return of the Soldier,http://www.gutenberg.org/ebooks/37189.txt.utf-8,PR,Country homes -- Fiction,War stories,Psychological fiction,"World War, 1914-1918 -- England -- Fiction"
39543,3474,"Walpole, Hugh",Jeremy,http://www.gutenberg.org/files/3474/3474-0.txt,PR,England -- Fiction,Boys -- Fiction,,
40686,2182,"Hawthorne, Nathaniel","The Marble Faun; Or, The Romance of Monte Beni - Volume 2",http://www.gutenberg.org/files/2182/2182-0.txt,PS,Americans -- Italy -- Fiction,Psychological fiction,Rome (Italy) -- Fiction,Nobility -- Fiction
41063,2697,"Holmes, Oliver Wendell",The Guardian Angel,http://www.gutenberg.org/files/2697/2697-0.txt,PS,Psychological fiction,Mental illness -- Fiction,Mentally ill -- Fiction,Psychotherapy patients -- Fiction
41806,7048,"Anderson, Sherwood","Triumph of the Egg, and Other Stories",http://www.gutenberg.org/ebooks/7048.txt.utf-8,United States -- Social life and customs -- 20th century -- Fiction,PS,Ohio -- Social life and customs -- Fiction,,
42623,1695,"Chesterton, G. K. (Gilbert Keith)",The Man Who Was Thursday: A Nightmare,http://www.gutenberg.org/files/1695/1695-0.txt,PR,Allegories,Detective and mystery stories,Anarchists -- Fiction,Police -- Fiction
42841,8487,"Sudermann, Hermann",Dame Care,http://www.gutenberg.org/files/8487/8487-0.txt,Farmers -- Germany -- Fiction,Self-sacrifice -- Fiction,Family farms -- Germany -- Fiction,PT,
42908,37079,"Jefferies, Richard",World's End: A Story in Three Books,http://www.gutenberg.org/ebooks/37079.txt.utf-8,Murder -- Fiction,England -- Fiction,Inheritance and succession -- Fiction,PR,
43369,13944,"Jefferies, Richard","After London; Or, Wild England",http://www.gutenberg.org/ebooks/13944.txt.utf-8,PR,England -- Fiction,Regression (Civilization) -- Fiction,Post-apocalyptic fiction,Science fiction
44151,42012,"Sedgwick, Anne Douglas",Paths of Judgement,http://www.gutenberg.org/ebooks/42012.txt.utf-8,PR,Fathers and daughters -- Fiction,Triangles (Interpersonal relations) -- Fiction,England -- Social life and customs -- 19th century -- Fiction,Man-woman relationships -- Fiction
